rule_id,priority,mode,target_char,phrase,expected_reading,excluded_phrases,source,source_url,note,pdf_contains,evidence_level
V21-EX-086,180,exact,藏,潛藏,ㄘㄤˊ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-087,180,exact,拾,重拾,ㄕˊ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-088,180,exact,藉,藉由,ㄐㄧㄝˋ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-089,180,exact,惡,酒惡魔,ㄜˋ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-090,180,exact,洗,洗劫,ㄒㄧˇ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-091,180,exact,亡,死亡,ㄨㄤˊ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-092,180,exact,華,小華,ㄏㄨㄚˊ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-093,180,exact,媽,我媽,ㄇㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-094,180,exact,衝,衝勁,ㄔㄨㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-095,180,exact,尺,測量尺,ㄔˇ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-096,180,exact,行,簡單易行,ㄒㄧㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-097,180,exact,橫,橫列,ㄏㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-098,180,exact,創,創始人,ㄔㄨㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-099,180,exact,徵,象徵,ㄓㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-100,180,exact,數,數次,ㄕㄨˋ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-101,180,exact,均,均需,ㄐㄩㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-102,180,exact,朝,朝傳球方向,ㄔㄠˊ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-EX-103,180,exact,假,寒假,ㄐㄧㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典的詞義/例詞與教材完整詞境判讀；未參照 PDF 實際注音。,,
V21-AA-OPTIONS,80,default,啊,,ㄚ；˙ㄚ,,一字多音-字典檔_marked.xlsx,,專案字典同列ㄚ與輕聲˙ㄚ；未能可靠區分語氣強弱時兩者均接受。,,
V21-EX-TENGKONG,230,exact,空,騰空時,ㄎㄨㄥ,,一字多音-字典檔_marked.xlsx,,「騰空」為離地進入空中之義，空讀ㄎㄨㄥ；依完整詞境判讀。,,
V21-EX-DIYIZHOU,250,exact,一,第一週,ㄧ,,一字多音-字典檔_marked.xlsx,,序數「第一週」中的一採本調ㄧ；用於直排／特殊版面 fallback。,,
V21-YI-YIJIAN,235,exact,一,一件,ㄧˊ,,一字多音-字典檔_marked.xlsx,,「件」為四聲，依專案「一」變調規則讀ㄧˊ；完整詞形優先於重複文字造成的假「一一」數字判斷。,,
V23-TRUTH-YEAH,300,exact,耶,耶!,ㄧㄝ,,使用者原頁人工確認（2026-08-14）,,三下P58 此處「耶！」為 Yeah 音譯／口語感嘆，課本標ㄧㄝ正確；v2.7 句界重建後以完整感嘆句「耶!」限定。,115國小健體3下課本,
V23-LEX-TIZHONG,260,exact,中,踢中,ㄓㄨㄥˋ,,使用者原頁人工確認（2026-08-14）,,「踢中」為擊中、命中義，中讀ㄓㄨㄥˋ；三下P131人工確認課本正確。,,
V23-LEX-DIYIQIU,280,exact,一,第一球,ㄧ,,使用者原頁人工確認（2026-08-14）,,序數「第一球」的一採本調ㄧ；完整詞形優先於較短「一球」變調規則。,,
V24-NINE-AGE,260,exact,九,九個月,ㄐㄧㄡˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHANGXIANG-LONG,260,exact,長,長相,ㄓㄤˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHANGXIANG-XIANG,260,exact,相,長相,ㄒㄧㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YI-YISUI,260,exact,一,一歲,ㄧˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-XING-PAXING,260,exact,行,爬行,ㄒㄧㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHONG-PHOTO,260,exact,中,照片中的人,ㄓㄨㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-NA-THAT1,260,exact,那,那是我,ㄋㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-BA-KANKAN,260,exact,吧,看看吧,˙ㄅㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-NE-BUYIYANG,260,exact,呢,不一樣呢,˙ㄋㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHANG-ZHANGCHU,260,exact,長,長出白頭髮,ㄓㄤˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-DOU-MEIGEREN,260,exact,都,每個人都,ㄉㄡ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHA-BIANCHA,260,exact,差,變差,ㄔㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-NA-THAT2,260,exact,那,那你還,ㄋㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-LUO-DANGRAN,260,exact,囉,當然囉,˙ㄌㄨㄛ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TING-GE,260,exact,聽,給你聽,ㄊㄧㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YI-YILAO,260,exact,一,一老,ㄧˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YI-YIBAO,260,exact,一,一寶,ㄧˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-LIANG-TIWEN,260,exact,量,量體溫,ㄌㄧㄤˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHONG-HOSP,260,exact,中,醫院中的家庭,ㄓㄨㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHENG-MINGCHENG,260,exact,稱,名稱,ㄔㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-HAO-DABIAN,260,exact,號,上大號,ㄏㄠˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TING-TINGSHUO,260,exact,聽,聽說,ㄊㄧㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHONG-ZHEZHONG,260,exact,種,這種藥,ㄓㄨㄥˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZI-CHANGZI,260,exact,子,腸子,˙ㄗ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZI-DANZI,260,exact,子,單子,˙ㄗ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TIAO-TIAOJI,260,exact,調,調劑,ㄊㄧㄠˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YA-HAOYA,260,exact,呀,好呀,˙ㄧㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-XING-ZIXING,260,exact,行,自行,ㄒㄧㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-LIANG-JILIANG,260,exact,量,劑量,ㄌㄧㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TING-TINGGUO,260,exact,聽,聽過,ㄊㄧㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-DAO-HUNDAO,260,exact,倒,昏倒,ㄉㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-SHA-SHASHOU,260,exact,殺,殺手,ㄕㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-XING-QIANGXING,260,exact,行,強行,ㄒㄧㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-FENG-FENGXI,260,exact,縫,縫隙,ㄈㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-SAI-SEHAO,260,exact,塞,塞好,ㄙㄞ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-TAOTOU,260,exact,頭,套頭,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-WEI-SHOUYAO,260,exact,為,為首要目標,ㄨㄟˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-JIANG-HUANJIANG,260,exact,降,緩降機,ㄐㄧㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-SAN-KUOSAN,260,exact,散,擴散,ㄙㄢˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-HAO-19,260,exact,號,受困號,ㄏㄠˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-PEN-PENSA,260,exact,噴,噴灑,ㄆㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-PEN-PENSHE,260,exact,噴,噴射,ㄆㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-SHENG-FENGSHENG,260,exact,盛,豐盛,ㄕㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-GONG-ZONGGONG,260,exact,共,總共,ㄍㄨㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-NE-CAINE,260,exact,呢,菜呢,˙ㄋㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-NA-YEAH,260,exact,那,那我今,ㄋㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-WA-INTERJ,260,exact,哇,"哇,垃圾",ㄨㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-DU-DUXING,260,exact,毒,毒性,ㄉㄨˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YU-SUIYU,260,exact,雨,隨雨,ㄩˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZI-JUZI,260,exact,子,橘子,˙ㄗ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TING-TINGJIAN,260,exact,聽,聽見,ㄊㄧㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-JIAN-TINGJIAN,260,exact,見,聽見,ㄐㄧㄢˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHONG-CHONGCHU,260,exact,衝,衝出,ㄔㄨㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-TAIQITOU,260,exact,頭,抬起頭,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-HAO-BIANHAO,260,exact,號,編號,ㄏㄠˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHU-BIAOZHI,260,exact,處,標誌筒處,ㄔㄨˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-DE-DEYIFEN,260,exact,得,得一分,ㄉㄜˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-CONGTOU,260,exact,頭,從頭,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZI-SHENGZI,260,exact,子,繩子,˙ㄗ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHE-SUIZHE,260,exact,著,隨著,˙ㄓㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-LUO-LIANLUO,260,exact,絡,聯絡,ㄌㄨㄛˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-XING-SHIXING,260,exact,行,實行,ㄒㄧㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-BA-JINGSHEN,260,exact,吧,精神吧,˙ㄅㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-QI-ZHENGQI,260,exact,齊,整齊,ㄑㄧˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHAO-ZHAOQI,260,exact,朝,朝氣,ㄓㄠ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-QU-JINXINGQU,260,exact,曲,進行曲,ㄑㄩˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-WEI-BANSHANG,260,exact,為,為班上,ㄨㄟˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YI-YIKUAI,260,exact,一,一塊,ㄧˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YU-YUTIAN,260,exact,雨,雨天,ㄩˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-WEI-GAIWEI,260,exact,為,改為,ㄨㄟˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-TOUYUN,260,exact,頭,頭暈,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YUN-TOUYUN,260,exact,暈,頭暈,ㄩㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-TOUDING,260,exact,頭,頭頂,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-TOUBEI,260,exact,頭,頭、背,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-LIANG-LIAOLIANG,260,exact,亮,嘹的亮舞歌步聲,ㄌㄧㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHUAN-YIQUAN,260,exact,轉,轉一圈,ㄓㄨㄢˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-DOU-NIDOU,260,exact,都,你都會,ㄉㄡ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHE-DINGZHE,260,exact,著,盯著球,˙ㄓㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHONG-MINGZHONG,260,exact,中,命中低,ㄓㄨㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-SHU-ZONGQIUSHU,260,exact,數,總球數,ㄕㄨˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-SHU-JIQIUSHU,260,exact,數,總擊球數,ㄕㄨˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHUAN-SHUNSHI,260,exact,轉,順體勢轉,ㄓㄨㄢˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TAN-HUITAN,260,exact,彈,回彈,ㄊㄢˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YI-YIJU,260,exact,一,一局,ㄧˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHONG-CHONGJILI,260,exact,衝,衝擊力,ㄔㄨㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHAO-SHUANGJIAN,260,exact,朝,雙肩朝,ㄔㄠˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-JIAO-SANJIAO,260,exact,角,三角,ㄐㄧㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YI-YIYUAN,260,exact,一,一圓圈,ㄧˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-YANG-LINGYANG,260,exact,羊,羚羊,ㄧㄤˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-XING-JINXING,260,exact,興,盡興,ㄒㄧㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-QIAN-SHUIQIAN,260,exact,淺,水淺,ㄑㄧㄢˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-JING-JINGZHUI,260,exact,頸,頸椎,ㄐㄧㄥˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHANG-CHANGYI,260,exact,長,長椅,ㄔㄤˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-TOUTAIQI,260,exact,頭,頭抬起,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHAO-ZHANGXIN,260,exact,朝,掌心朝上,ㄔㄠˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-LAO-SHANGLAO,260,exact,撈,上撈,ㄌㄠ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-ZHE-TIEZHE,260,exact,著,貼著,˙ㄓㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-QIANRU,260,exact,頭,頭潛入,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-ZHUANXIANG,260,exact,頭,頭轉向,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-TOU-BUYAO,260,exact,頭,頭千萬不要抬起,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-DANG-WODANG,260,exact,擋,我擋,ㄉㄤˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-CHANG-GONGCHI,260,exact,長,公尺長,ㄔㄤˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-JIA-SHUJIA,260,exact,假,暑假,ㄐㄧㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音與完整詞境判讀；不參照 PDF 實際注音。,,
V24-MOE-TONGZI,320,exact,子,桶子,˙ㄗ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=55942&la=0&powerMode=0,教育部完整詞條「桶子」列音 ㄊㄨㄥˇ ˙ㄗ；不參照 PDF 實際注音。,,
V24-MOE-FUZAI,320,exact,載,負載,ㄗㄞˋ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=39283&la=0&powerMode=0,教育部完整詞條「負載」列音 ㄈㄨˋ ㄗㄞˋ；不參照 PDF 實際注音。,,
V24-MOE-JIANJIAN,320,exact,漸,漸漸,ㄐㄧㄢˋ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=93692&la=0&powerMode=0,教育部完整詞條「漸漸」列音 ㄐㄧㄢˋ ㄐㄧㄢˋ。,,
V24-MOE-XIABA,320,exact,巴,下巴,ㄅㄚ；˙ㄅㄚ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=26577&la=0,簡編本列「下巴」本讀ㄅㄚ，亦收變讀輕聲˙ㄅㄚ；兩者均接受。,,
V24-MOE-TOUYUN,320,exact,暈,頭暈,ㄩㄣ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=50883&la=0&powerMode=0,教育部完整詞條「頭暈」列音 ㄊㄡˊ ㄩㄣ。,,
V24-MOE-LIAOLIANG,310,exact,亮,亮舞歌步聲,ㄌㄧㄤˋ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=63072&la=0&powerMode=0,本頁文字層錯序，但可辨識為「嘹亮」之亮；教育部完整詞條列ㄌㄧㄤˋ。,,
V26-GEIFU,180,exact,給,給付,ㄐㄧˇ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,「給付」屬正式供給／支付詞境；避免口語授受義預設ㄍㄟˇ誤判。,,
V26-MANMUDE,220,exact,的,琳瑯滿目的,˙ㄉㄜ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,完整詞境中的「的」為結構助詞；避免子字串「目的」誤命中ㄉㄧˋ。,,
V26-TUODANG,180,exact,當,妥當,ㄉㄤˋ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,完整詞語「妥當」固定採ㄉㄤˋ；覆蓋一般ㄉㄤ預設。,,
V26-JIAOWO,180,exact,教,教我,ㄐㄧㄠ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,專案字典備註：單用作傳授動詞時讀ㄐㄧㄠ。,,
V26-JIAOHUI,180,exact,教,教會,ㄐㄧㄠ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,「教會了」為傳授使學會義，依專案字典單用動詞規則讀ㄐㄧㄠ。,,
V26-ZHONG-HIT,180,exact,中,砸中,ㄓㄨㄥˋ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,命中／擊中義；避免位置中預設ㄓㄨㄥ。,,
V26-YINGFU,180,exact,應,應付,ㄧㄥˋ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,回應／應對義，依專案字典ㄧㄥˋ組。,,
V26-BEIDEDONG,180,exact,背,背得動,ㄅㄟ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,背負／背包義，依專案字典ㄅㄟ組。,,
V26-WEINAN,180,exact,難,危難,ㄋㄢˋ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,災難／危難義，依專案字典ㄋㄢˋ組。,,
V26-JIUNAN,180,exact,難,救難,ㄋㄢˋ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,救援災難詞境，依專案字典ㄋㄢˋ組。,,
V26-DAIZAI,180,exact,待,待在,ㄉㄞ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,停留義，對應專案字典「待不了／待一會兒」ㄉㄞ組。,,
V26-SHUIFEN,180,exact,分,水分,ㄈㄣˋ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,「水分」為成分／含量名詞，避免分析／分數義ㄈㄣ預設。,,
V26-DIYIZU,230,exact,一,第一組,ㄧ,,一字多音-字典檔_marked.xlsx＋四下完整詞境,,序數「第一」維持本調ㄧ，完整詞優先於較短「一組」變調。,,
